-1703.58,-981.46,3692.95
0.113616,-0.237306,-0.964768
-2124.18,-417.616,3504.73
-2398.7,-1196.44,3663.97
-1282.98,-1545.3,3881.17
-1008.46,-766.484,3721.94
2015.92,128.752,175.467
-0.926133,-0.0100784,0.377063
1935.11,-535.737,-40.7653
2230.5,-327.324,690.332
2106.99,797.169,417.016
1791.07,580.901,-364.714
89.8825,86.7816,0
89.4634,87.2007,0
815.594,870.447,0
1163.8,1171.57,0
2.02763,0,0
0.00158458,0,0
1,0,0
-1699.12,-973.505,3654.51
0.0596198,-0.118156,-0.991204
-2423.66,-920.525,3604.62
-1995.52,-1635.82,3715.64
-974.587,-1026.48,3704.41
-1402.73,-311.187,3593.39
2042.83,147.757,177.615
-0.974571,-0.0201943,0.223166
2065.3,-566.824,211.076
2185.75,422.748,826.598
2019.92,860.08,141.984
1900.37,-124.975,-469.199
90.507,90.0145,0
90.4419,90.0797,0
827.772,829.13,0
1165.41,1171.59,0
2.05586,0,0
0.00153234,0,0
2,0,0
-1145.66,-980.395,3464.4
-0.165986,-0.263333,-0.950318
-1863.37,-925.398,3574.52
-1406.65,-1622.42,3687.89
-427.96,-1035.39,3354.28
-884.681,-338.373,3240.91
2073.13,-330.904,239.826
-0.838127,0.46719,0.28156
1730.31,-959.679,262.663
2364.09,-192.901,876.949
2403.48,281.82,206.495
1794.64,-452.856,-386.802
91.3634,88.3833,0
91.5521,88.1946,0
822.448,826.325,0
1123.58,1169.18,0
2.11303,0,0
0.00159768,0,0
3,0,0
-1816.57,-988.79,3437.93
0.485443,-0.0776326,-0.870815
-2443.42,-893.066,3079.95
-2130.15,-1635.46,3320.77
-1189.72,-1084.51,3795.91
-1502.98,-342.115,3555.09
1817.6,320.548,223.497
-0.884226,-0.370919,0.283837
2105.42,-327.653,273.047
1879.77,653.718,852.554
1526.23,972.291,167.484
1758.99,-16.1659,-399.098
90.2713,89.5359,0
89.4659,90.3413,0
817.809,834.149,0
1161.82,1162.86,0
1.85913,0,0
0.00132428,0,0
4,0,0
-1821.3,-996.885,3862.2
-0.0548036,0.04464,-0.997499
-2538.33,-878.06,3906.91
-2173.77,-1634.02,3853.05
-1104.27,-1115.71,3817.49
-1468.84,-359.753,3871.35
2157.94,177.63,162.913
-0.972273,0.183446,-0.145027
2014.02,-504.303,265.177
2130.89,525.705,784.502
2304.21,860.969,46.6605
2182.63,-171.85,-444.686
91.0495,89.0633,0
89.7114,90.4015,0
801.785,828.764,0
1150.18,1159.43,0
2.17135,0,0
0.00170758,0,0
5,0,0
