441.482,231.409,2854.51
0.163242,-0.229405,-0.959544
43.9778,754.974,2661.71
-215.97,51.6463,2785.63
838.985,-292.155,3047.3
1098.93,411.172,2923.38
3865.4,-440.612,-276.549
-0.959531,-0.163182,0.229503
3933.18,-1087.09,-452.844
4054.5,-828.467,238.273
3798.44,203.89,-98.2388
3675.48,-50.7804,-793.388
90.2307,89.6937,0
89.829,90.0954,0
747.828,750.472,0
1115.6,1120.85,0
3.90025,0,0
0.00138021,0,0
1,0,0
389.994,299.959,3369.96
-0.201051,0.58821,-0.783318
57.6965,734.931,3781.88
-275.982,150.538,3428.69
722.292,-135.013,2958.04
1055.97,449.381,3311.23
4380.78,-392.094,-345.167
-0.783606,0.201199,-0.587776
4328.19,-1037.9,-496.113
3974.73,-718.141,84.5571
4434.33,256.038,-194.699
4785.87,-68.378,-774.412
89.1019,89.4701,0
89.4919,89.08,0
751.234,751.594,0
1107.65,1112.76,0
4.41182,0,0
0.00188916,0,0
2,0,0
175.348,-396.74,2428.47
-0.224732,0.426058,-0.876339
-460.678,-647.919,2469.46
117.789,-1016.35,2141.99
811.374,-145.56,2387.48
232.907,222.87,2714.95
3439.01,-176.511,351.438
-0.876386,0.225037,-0.4258
3400,-800.684,101.844
3157.62,-116.945,962.073
3477.54,450.716,603.623
3720.87,-239.133,-261.789
90.1534,89.6332,0
90.2412,89.5453,0
741.974,743.69,0
1125.27,1133.15,0
3.46142,0,0
0.00112013,0,0
3,0,0
-1054.95,229.711,2199.29
0.000127849,-6.24401e-07,-1
-953.812,907.258,2199.31
-1641.48,583.669,2199.22
-1156.1,-447.836,2199.28
-468.428,-124.247,2199.37
3209.98,1053.02,-273.741
-1,0.000321246,1.82615e-05
3209.8,472.663,79.2565
3210.03,1149.93,393.621
3210.16,1624.99,-627.506
3209.94,964.516,-940.336
89.9499,89.5917,0
90.3951,89.1466,0
730.811,746.666,0
1126.23,1132.03,0
3.38936,0,0
0.00101372,0,0
4,0,0
-993.463,163.358,2443.69
0.311065,-0.535415,-0.785219
-378.333,462.228,2483.58
-953.783,735.621,2069.2
-1608.59,-135.511,2403.79
-1033.14,-408.904,2818.18
3453.51,993.663,-209.279
-0.785019,-0.310838,0.53584
3489.11,388.109,-508.402
3820.96,1039.17,355.44
3417.14,1599.84,89.0808
3086.83,947.525,-773.233
90.064,90.2522,0
90.1825,90.1338,0
738.18,740.516,0
1130.58,1131.47,0
3.59971,0,0
0.00111631,0,0
5,0,0
-22.3537,150.23,2814.25
-0.472684,-0.187151,-0.86113
580.71,50.9943,2504.79
235.014,726.456,2547.74
-625.417,249.466,3123.71
-279.722,-425.997,3080.75
3825.97,22.0011,-192.107
-0.860793,0.473206,0.187381
3516.92,-578.377,-95.6436
4091.92,281.951,373.123
4129.91,611.076,-283.508
3565.14,-226.646,-762.401
90.1924,89.8251,0
91.2043,88.8132,0
735.48,755.384,0
1118.07,1136.01,0
3.83086,0,0
0.00146092,0,0
6,0,0
-88.6521,315.719,1961.36
0.000112563,0.248816,-0.968551
-773.149,288.958,1954.41
-326.398,-306.546,1801.48
595.844,342.479,1968.32
149.093,937.984,2121.25
2972.2,88.3151,-361.589
-0.96859,-1.0691e-05,-0.248662
2979.67,-588.405,-390.679
2814.05,323.325,254.441
2965.78,763.357,-336.604
3129.3,-145.016,-973.513
90.3532,89.5158,0
90.1046,89.7644,0
747.446,752.319,0
1121.4,1129.1,0
2.99541,0,0
0.000903704,0,0
7,0,0
278.303,54.7053,2381.67
-6.70114e-05,0.249432,-0.968392
122.952,700.821,2548.11
-397.331,164.333,2409.96
433.654,-591.411,2215.24
953.938,-54.9221,2353.39
3392.35,-278.605,-99.5527
-0.968582,-4.47635e-06,-0.248694
3363.51,-941.403,12.7778
3228.65,-433.059,538
3421.52,386.419,-213.165
3555.72,-126.378,-735.824
89.7293,90.0606,0
90.1186,89.6713,0
743.276,744.408,0
1123.22,1128.27,0
3.40523,0,0
0.00112383,0,0
8,0,0
-357.245,-100.633,2004.86
0.000123027,0.187372,-0.982289
-595.04,530.452,2125.21
-1041.74,-73.5104,2009.95
-119.449,-731.719,1884.51
327.254,-127.756,1999.77
3015.32,357.155,56.2364
-0.982287,-1.85011e-06,-0.187385
3010.27,-315.383,82.6888
2896.27,119.725,680.315
3021.33,1031.61,24.7005
3133.4,592.667,-562.759
89.3695,90.3867,0
90.0756,89.6806,0
741.849,747.979,0
1120.86,1130.05,0
3.03692,0,0
0.000939604,0,0
9,0,0
-477.482,-162.663,3116.7
0.000297356,0.0628366,-0.998024
-867.588,399.363,3151.97
-1147.34,-305.876,3107.49
-87.376,-724.689,3081.43
192.373,-19.4507,3125.92
4127.62,477.091,116.894
-0.998026,1.18634e-05,-0.0627991
4136.71,-176.779,-27.7143
4092.76,96.1545,670.755
4118.61,1133.49,260.248
4162.39,855.502,-435.715
89.676,90.1292,0
90.1048,89.7004,0
750.704,751.188,0
1110.28,1115.9,0
4.15674,0,0
0.00144198,0,0
10,0,0
674.994,705.099,3247.53
-0.000170771,-0.309173,-0.951006
478.027,1329.09,3044.71
-6.41914,772.22,3225.83
871.961,81.1065,3450.36
1356.41,637.977,3269.23
4258.24,-675.34,-751.883
-0.951038,1.50747e-05,0.309074
4279.88,-1345,-685.279
4457.4,-866.975,-139.066
4234.57,-6.32977,-824.776
4061.13,-483.056,-1358.41
89.8162,90.9608,0
90.397,90.3799,0
736.281,747.241,0
1115.3,1122.75,0
4.37653,0,0
0.00149626,0,0
11,0,0
