1155.9,1189.08,0
3.12871,0,0
0.00245496,0,0
6,0,0
-1933.26,-1240.18,4374.35
0.062365,-0.109099,-0.992073
-2244.18,-588.065,4283.09
-2656.21,-1319.19,4337.59
-1622.34,-1892.29,4465.61
-1210.31,-1161.17,4411.11
2369.25,65.1935,221.562
-0.973153,-0.0143174,0.229714
2356.63,-628.053,124.888
2518.77,-267.594,834.214
2384.33,763.578,328.964
2217.28,392.842,-401.818
89.482,88.2411,0
89.4434,88.2797,0
812.011,836.297,0
1156.14,1157.18,0
2.38048,0,0
0.00190215,0,0
7,0,0
-2843.48,-1442.14,4403.07
0.701575,0.458393,-0.54559
-3220.58,-1586.29,3797.04
-2632.99,-2085.04,4133.59
-2466.38,-1297.99,5009.1
-3053.98,-799.235,4672.55
2464.98,943.956,425.458
-0.97379,-0.227149,-0.0116442
2616.39,309.003,149.745
2466.41,901.386,1136.38
2312.98,1580.52,719.282
2464.14,984.919,-303.578
90.8387,87.79,0
90.0619,88.5668,0
811.625,827.975,0
1160.55,1193.24,0
2.67361,0,0
0.00177285,0,0
8,0,0
-2461.56,-1569.56,5123.58
0.0348927,0.0189368,-0.999212
-2383.01,-845.814,5140.04
-3117.58,-1253.95,5106.65
-2540.12,-2293.31,5107.12
-1805.55,-1885.17,5140.5
2783.29,275.665,385.733
-0.994763,-0.102001,0.00657906
2850.4,-358.784,697.029
2780.92,344.698,1097.43
2715.63,915.012,68.2671
2786.2,201.733,-319.789
90.3788,89.4104,0
89.2824,90.5068,0
812.424,815.068,0
1162.85,1178.43,0
2.82338,0,0
0.0021951,0,0
9,0,0
-1236.33,-1223.04,3823
-0.158968,-0.0979609,-0.982412
-1610.32,-598.237,3821.22
-1939.83,-1361.1,3950.61
-862.343,-1847.84,3824.79
-532.837,-1084.98,3695.4
2263.64,-395.626,333.068
-0.902773,0.429755,-0.0176649
1979.52,-999.833,153.871
2080.8,-754.662,942.468
2556.88,227.213,499.258
2437.36,-55.2212,-263.326
86.4563,90.2078,0
89.7772,86.8869,0
821.943,832.017,0
1129.58,1177.78,0
2.32197,0,0
0.00164829,0,0
10,0,0
-941.099,-1432.12,4218.84
-0.0665628,-0.228797,-0.971196
-1591.63,-1106.51,4186.71
-1462.88,-1917.37,4368.91
-290.565,-1757.74,4250.96
-419.317,-946.868,4068.76
2588.81,-937.354,482.058
-0.949016,0.312749,0.039456
2400.64,-1544.1,765.392
2758,-491.323,1016.02
2781.93,-315.677,199.196
2414.69,-1398.31,-52.3801
90.6771,92.5187,0
90.3834,92.8124,0
830.785,835.842,0
1139.68,1170.58,0
2.79517,0,0
0.00181944,0,0
11,0,0
